order_id,sku,asin,fnsku,title,is_video_game,system,classification_source,original_condition,current_sku_condition,sale_date,return_date,quantity,sold_line_quantity,lpn,fulfillment_center,raw_disposition,raw_reason,raw_status,economic_outcome,case_id,unit_cost,cost_source,sale_price_per_unit,original_revenue_line,customer_refund_line,gross_fees_per_returned_unit,fee_credits_per_returned_unit,original_fba_fee_per_returned_unit,original_referral_fee_per_returned_unit,fba_fee_credit_per_returned_unit,referral_fee_credit_per_returned_unit,refund_admin_fee_per_returned_unit,return_processing_fee_per_returned_unit,removal_fee_per_returned_unit,net_transaction_cost,reimbursement,reimbursement_ids,reimbursement_inventory_units,known_recovery_value,known_impairment,known_loss_excluding_unknown_impairment,zero_recovery_loss_known_basis,reconciliation_status,cohort_in_period,return_in_period
111-3922304-9776246,1030912249,B016KAKD7S,X002EOTBBF,"18"" Bendable Muslin DollNew by: CC",False,Unclassified,No reliable game match,,11,2026-01-22,2026-02-10,1,1,LPNAC134859809,PGA1,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,Unit returned to inventory,unsellable_recovery_unknown,,8.99,inventorylab_legacy,23.14,23.14,23.14,10.08,3.47,5.92,3.47,0,3.47,0.69,0,0,6.61,0,,0,,,6.61,15.60,posted_fees_reconciled,True,True
113-6130520-3312241,1052907525,B01N54QSH6,X003EPODEN,"Harmony Good Dog Ceramic Dog Bowl, 3 Cups",False,Unclassified,No reliable game match,,11,2026-01-30,2026-02-09,1,1,LPNO485116652,PHX6,SELLABLE,POOR_FIT,Unit returned to inventory,sellable,,7.99,mbop_fifo,32.41,32.41,32.41,11.65,4.86,5.82,4.86,0,4.86,0.97,0,0,6.79,0,,0,,0,6.79,6.79,posted_fees_reconciled,True,True
113-1592867-8461863,1031051552,B06XDN21W5,X002EWR8PX,Paradise Treasure Trove Brown White Football Coin Piggy Bank Sports Stitching,False,Unclassified,No reliable game match,,11,2026-01-13,2026-02-08,1,1,LPNNA65HFKHGH,LEX2,CUSTOMER_DAMAGED,DAMAGED_BY_FC,Unit returned to inventory,unsellable_recovery_unknown,,8.99,mbop_fifo,25.99,25.99,0,,,,,,,,,,,0,,0,,,,,missing_posted_refund,True,True
112-7222588-5965843,1070280031,B0B57TXPTH,X004UTCZGZ,PAC-MAN World Re-PAC - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2025-11-28,2026-02-03,1,1,LPNO496450793,IND8,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,14.92,inventorylab_legacy,34.97,34.97,34.67,,,,,,,,,,,0,,0,,0,,,principal_difference_review,True,True
113-2871787-3918615,1048220574,B00KLMOY4K,X0036RZFQJ,Plants vs Zombies Garden Warfare(Online Play Required) - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2025-11-30,2026-02-03,1,1,LPNO500885809,IND8,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Unit returned to inventory,unsellable_recovery_unknown,,12.50,inventorylab_legacy,28.43,28.43,28.43,10.25,6.06,3.34,4.26,0,4.26,0.85,0,0,4.19,0,,0,,,4.19,16.69,posted_fees_reconciled,True,True
114-5464075-0041066,1051249032,B01N1GRUUC,X003BJR6E1,"Harmony Good Dog Ceramic Dog Bowl, 6 Cups",False,Unclassified,No reliable game match,,11,2026-01-08,2026-02-02,1,1,LPNO481495655,PHX6,CUSTOMER_DAMAGED,DAMAGED_BY_FC,Unit returned to inventory,unsellable_recovery_unknown,,10.99,inventorylab_legacy,34.13,34.13,0,,,,,,,,,,,0,,0,,,,,missing_posted_refund,True,True
112-7648334-6325852,1052907525,B01N54QSH6,X003EPODEN,"Harmony Good Dog Ceramic Dog Bowl, 3 Cups",False,Unclassified,No reliable game match,,11,2026-01-14,2026-01-31,1,2,LPNAC448995605,IAH1,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,Unit returned to inventory,unsellable_recovery_unknown,,9.74,mbop_fifo,32.97,65.94,65.94,12.04,4.95,6.1,4.95,0,4.95,0.99,0,0,7.09,0,,0,,,7.09,16.83,posted_fees_reconciled,True,True
112-7648334-6325852,1052907525,B01N54QSH6,X003EPODEN,"Harmony Good Dog Ceramic Dog Bowl, 3 Cups",False,Unclassified,No reliable game match,,11,2026-01-14,2026-01-31,1,2,LPNAC361645606,IAH1,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,Unit returned to inventory,unsellable_recovery_unknown,,9.74,mbop_fifo,32.97,65.94,65.94,12.04,4.95,6.1,4.95,0,4.95,0.99,0,0,7.09,0,,0,,,7.09,16.83,posted_fees_reconciled,True,True
111-0634512-1758622,1070625076,B01B298Q0S,X004WZUY6P,Teenage Mutant Ninja Turtles: Mutants in Manhattan - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-12-15,2026-01-31,1,1,LPNPMFF4629542,FTW5,SELLABLE,UNDELIVERABLE_UNKNOWN,Unit returned to inventory,sellable,,,missing,59.62,59.62,59.62,15.87,10.74,3.34,8.94,0,8.94,1.79,0,0,5.13,0,,0,,0,5.13,5.13,posted_fees_reconciled,True,True
111-5922372-2571465,1064186110,B089DFJJGR,X00470RW4R,Madden NFL 21 - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2025-11-30,2026-01-30,1,1,LPNPMFF0236996,HOU3,CUSTOMER_DAMAGED,DEFECTIVE,Unit returned to inventory,unsellable_recovery_unknown,,,missing,10.99,10.99,10.99,7.12,3.45,3.34,1.65,0,1.65,0.33,0,0,3.67,0,,0,,,3.67,,posted_fees_reconciled,True,True
114-9342283-1441848,1066663896,B07X35GXG3,X004E9APPJ,Nighthawk Interactive Disney Classic Games: Aladdin and The Lion King - Nintendo Switch,True,Nintendo Switch,Title/platform heuristic,,11,2025-11-27,2026-01-30,1,1,LPNNA6T4G5K81,CHA1,CUSTOMER_DAMAGED,UNWANTED_ITEM,Unit returned to inventory,unsellable_recovery_unknown,,,missing,33.58,33.58,33.58,11.19,6.84,3.34,5.04,0,5.04,1.01,0,0,4.35,0,,0,,,4.35,,posted_fees_reconciled,True,True
113-9457273-4581068,1068866834,B08PCN2Y3G,X004LYAQR9,Monster Energy Supercross 4 - PlayStation 5 [PlayStation 5],True,PlayStation 5,Title/platform heuristic,,11,2025-12-05,2026-01-29,1,1,LPNAC119831296,IAH1,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,13.99,inventorylab_legacy,30.74,30.74,30.74,10.67,6.41,3.34,4.61,0,4.61,0.92,0,0,4.26,0,,0,,0,4.26,4.26,posted_fees_reconciled,True,True
114-6175672-4830616,1058392679,B01N03NM02,X003UAD6P9,"Harmony Good Dog Ceramic Dog Bowl, 1 Cup",False,Unclassified,No reliable game match,,11,2026-01-19,2026-01-29,1,1,LPNNA6GDML51W,CHA1,CUSTOMER_DAMAGED,DAMAGED_BY_FC,Unit returned to inventory,unsellable_recovery_unknown,,5.99,inventorylab_legacy,20.51,20.51,0,,,,,,,,,,,0,,0,,,,,missing_posted_refund,True,True
112-4676161-0269062,1059898575,B09R1T4G9P,X003XH3PHD,Comfortiva Alesha Gold 8.5 M (B),False,Unclassified,No reliable game match,,11,2026-01-01,2026-01-29,1,1,LPNRRJB2736090,BUR7,SELLABLE,APPAREL_TOO_LARGE,Unit returned to inventory,sellable,,29.00,inventorylab_legacy,21.55,21.55,21.55,11.50,3.23,7.62,3.23,0,3.23,0.65,0,0,8.27,0,,0,,0,8.27,8.27,posted_fees_reconciled,True,True
111-4428482-0873804,1051249032,B01N1GRUUC,X003BJR6E1,"Harmony Good Dog Ceramic Dog Bowl, 6 Cups",False,Unclassified,No reliable game match,,11,2026-01-13,2026-01-27,1,1,LPNO484781273,PHX6,CUSTOMER_DAMAGED,DAMAGED_BY_FC,Unit returned to inventory,unsellable_recovery_unknown,,10.99,inventorylab_legacy,34.13,34.13,34.13,13.17,5.12,7.03,5.12,0,5.12,1.02,0,0,8.05,0,,0,,,8.05,19.04,posted_fees_reconciled,True,True
112-7508326-2649056,1068811430,B006ZPAYMI,X004LNJ15N,Kinect Rush: A Disney Pixar Adventure - Xbox 360 [Xbox 360],True,Xbox 360,Title/platform heuristic,,11,2025-12-11,2026-01-26,1,1,LPNO438756959,PHX6,SELLABLE,NOT_COMPATIBLE,Unit returned to inventory,sellable,,22.32,inventorylab_legacy,43.81,43.81,43.81,13.02,8.37,3.34,6.57,0,6.57,1.31,0,0,4.65,0,,0,,0,4.65,4.65,posted_fees_reconciled,True,True
114-1276665-5754663,1070474333,B01GVN0D1U,X004W2LVJR,Resident Evil 7 Biohazard (Xbox One) [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-11-28,2026-01-18,1,1,LPNRRJE2908983,EWR7,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,,missing,32.52,32.52,32.52,11.00,6.68,3.34,4.88,0,4.88,0.98,0,0,4.32,0,,0,,0,4.32,4.32,posted_fees_reconciled,True,True
113-1500948-7944207,1041856993,B00YC7ED0K,X002X61SBF,FIFA 16 - Standard Edition - PlayStation 3 [PlayStation 3],True,PlayStation 3,Title/platform heuristic,,11,2025-11-30,2026-01-18,1,1,LPNRRJE2913856,EWR7,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,14.82,inventorylab_legacy,34.27,34.27,34.27,11.31,6.94,3.34,5.14,0,5.14,1.03,0,0,4.37,0,,0,,0,4.37,4.37,posted_fees_reconciled,True,True
114-2021980-4801068,1048220574,B00KLMOY4K,X0036RZFQJ,Plants vs Zombies Garden Warfare(Online Play Required) - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2025-12-09,2026-01-17,1,1,LPNO463405334,IND8,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,sellable,,12.50,inventorylab_legacy,28.95,28.95,28.95,10.35,6.14,3.34,4.34,0,4.34,0.87,0,0,4.21,0,,0,,0,4.21,4.21,posted_fees_reconciled,True,True
114-4305074-4962629,1039988827,B00B98HF1O,X002U1FPYJ,"Lego: Marvel Super Heroes, XBOX 360 [Xbox 360]",True,Xbox 360,Title/platform heuristic,,11,2025-10-17,2026-01-17,1,1,LPNO463456339,IND8,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,,missing,26.96,26.96,26.96,9.99,5.84,3.34,4.04,0,4.04,0.81,0,0,4.15,0,,0,,0,4.15,4.15,posted_fees_reconciled,True,True
114-8211192-0497038,1063375943,B00FM5IY4W,X00452YF3X,Forza Motorsport 5 [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-11-11,2026-01-16,1,1,LPNNL52W342KF,CHA1,CUSTOMER_DAMAGED,NOT_COMPATIBLE,Unit returned to inventory,unsellable_recovery_unknown,,,missing,54.97,54.97,54.97,14.95,10.05,3.25,8.25,0,8.25,1.65,0,0,4.90,0,,0,,,4.90,,posted_fees_reconciled,True,True
112-0388609-8099414,1070280053,B0B8JH4CTN,X004UTB05H,World of Outlaws - Dirt Racing [Xbox Series X],True,Xbox Series X,Title/platform heuristic,,11,2025-11-28,2026-01-14,1,1,LPNO459145014,IND8,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,23.37,inventorylab_legacy,66.77,66.77,66.77,17.16,11.82,3.34,10.02,0,10.02,2.0,0,0,5.34,0,,0,,0,5.34,5.34,posted_fees_reconciled,True,True
112-1860205-6636231,1035764639,B071G5JJDW,X002N2IYKH,Monster Hunter: World - Xbox One Standard Edition [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-12-29,2026-01-13,1,1,LPNO470042613,IND8,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,Unit returned to inventory,unsellable_recovery_unknown,,17.97,inventorylab_legacy,37.64,37.64,37.64,11.92,7.45,3.34,5.65,0,5.65,1.13,0,0,4.47,0,,0,,,4.47,22.44,posted_fees_reconciled,True,True
113-8422831-5185868,1069890497,B07D8KZ5NK,X004SC7G6D,Team Sonic Racing - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2025-12-08,2026-01-12,1,1,LPNAC902746057,FAR1,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Unit returned to inventory,unsellable_recovery_unknown,,22.39,inventorylab_legacy,46.80,46.8,46.8,13.56,8.82,3.34,7.02,0,7.02,1.4,0,0,4.74,0,,0,,,4.74,27.13,posted_fees_reconciled,True,True
111-2736284-5569005,1069890493,B0B359B45Q,X004SC7G3B,Little League World Series PS4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,NewItem,2025-12-15,2026-01-11,1,1,LPNO501724407,IND8,CUSTOMER_DAMAGED,DEFECTIVE,Unit returned to inventory,unsellable_recovery_unknown,,21.56,mbop_fifo,44.09,44.09,44.01,,,,,,,,,,,0,,0,,,,,principal_difference_review,True,True
111-3504908-3245058,1068811429,B0CGY48TGT,X004LMPASV,EA SPORTS WRC - Xbox Series X [Xbox Series X],True,Xbox Series X,Title/platform heuristic,,11,2025-12-20,2026-01-10,1,1,LPNPMFI1772632,LAS2,SELLABLE,NOT_COMPATIBLE,Unit returned to inventory,sellable,,16.92,inventorylab_legacy,35.91,35.91,35.91,11.61,7.19,3.34,5.39,0,5.39,1.08,0,0,4.42,0,,0,,0,4.42,4.42,posted_fees_reconciled,True,True
111-2262090-2420202,1066663923,B07L6PV2GJ,X004E9APYZ,Katamari Damacy Reroll - Nintendo Switch [Nintendo Switch],True,Nintendo Switch,Title/platform heuristic,,11,2025-11-14,2026-01-10,1,1,LPNAC809538124,PGA1,CUSTOMER_DAMAGED,MISSING_PARTS,Unit returned to inventory,unsellable_recovery_unknown,,,missing,49.82,49.82,49.82,14.01,9.27,3.25,7.47,0,7.47,1.49,0,0,4.74,0,,0,,,4.74,,posted_fees_reconciled,True,True
112-5949006-4761828,1065946902,B01N9QVIRV,X004C506OP,Switch Title 3 - [Nintendo Switch],True,Nintendo Switch,Title/platform heuristic,,11,2025-12-07,2026-01-09,1,1,LPNNI5BWD2B3L,LEX2,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,25.02,inventorylab_legacy,48.99,48.99,48.99,13.87,9.15,3.25,7.35,0,7.35,1.47,0,0,4.72,0,,0,,0,4.72,4.72,posted_fees_reconciled,True,True
114-4938135-9816205,1068329375,B00DBF813Y,X004JJ48GL,Final Fantasy XV - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-12-21,2026-01-08,1,1,LPNO474314395,PHX6,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,13.70,inventorylab_legacy,30.22,30.22,30.22,10.58,6.33,3.34,4.53,0,4.53,0.91,0,0,4.25,0,,0,,0,4.25,4.25,posted_fees_reconciled,True,True
111-5871947-1789851,1068329410,B07HFMJ4R5,X004JJ78EP,Minecraft: Starter Collection - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-11-19,2026-01-07,1,1,LPNNL5DPX7Q76,CHA1,SELLABLE,NOT_COMPATIBLE,Unit returned to inventory,sellable,,23.49,inventorylab_legacy,39.93,39.93,39.93,12.33,7.79,3.34,5.99,0,5.99,1.2,0,0,4.54,0,,0,,0,4.54,4.54,posted_fees_reconciled,True,True
111-6385485-2463463,1069286282,B0BPPQWQW2,X004OHFNDF,Diablo IV - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2025-12-20,2026-01-07,1,1,LPNAC891265195,PGA1,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,,missing,35.45,35.45,35.45,11.52,7.12,3.34,5.32,0,5.32,1.06,0,0,4.40,0,,0,,0,4.40,4.40,posted_fees_reconciled,True,True
113-3334226-3585065,1037691479,B082QL63JB,X002QB0OHV,Fast & Furious Crossroads - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-12-19,2026-01-06,1,1,LPNNL5Q8KXPQF,CHA1,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,,missing,34.85,34.85,34.85,11.33,7.03,3.25,5.23,0,5.23,1.05,0,0,4.30,0,,0,,0,4.30,4.30,posted_fees_reconciled,True,True
111-3164705-0712221,1068811448,B072MKR1P5,X004LNDXOX,Forza Motorsport 7 - Standard Edition - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-11-28,2026-01-05,1,1,LPNAC672974923,PGA1,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Unit returned to inventory,unsellable_recovery_unknown,,,missing,78.44,78.44,78.44,19.26,13.57,3.34,11.77,0,11.77,2.35,0,0,5.69,0,,0,,,5.69,,posted_fees_reconciled,True,True
114-6019683-0709823,1033912576,B000TPTCR8,X002JQCP43,Amf Bowling Pinbusters - Nintendo Wii [Nintendo Wii],True,Nintendo Wii,Title/platform heuristic,,11,2025-12-05,2026-01-02,1,1,LPNNK5CTSZL18,CHA1,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,,missing,27.22,27.22,27.22,10.04,5.88,3.34,4.08,0,4.08,0.82,0,0,4.16,0,,0,,0,4.16,4.16,posted_fees_reconciled,True,True
114-3964915-9445024,1031051552,B06XDN21W5,X002EWR8PX,Paradise Treasure Trove Brown White Football Coin Piggy Bank Sports Stitching,False,Unclassified,No reliable game match,,11,2025-12-18,2026-01-02,1,1,LPNO488995525,IND8,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,Unit returned to inventory,unsellable_recovery_unknown,,,missing,25.99,25.99,25.99,10.92,3.9,6.24,3.9,0,3.9,0.78,0,0,7.02,0,,0,,,7.02,,posted_fees_reconciled,True,True
113-6389021-4649035,1068811427,B0C7PN2L5V,X004PYRWYF,Starfield: Standard Edition - Xbox Series X [Xbox Series X],True,Xbox Series X,Title/platform heuristic,,11,2025-11-25,2025-12-31,1,1,LPNAC181829630,IAH1,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,amazon_reimbursed,,,missing,53.34,53.34,53.34,14.74,9.8,3.34,8.0,0,8.0,1.6,0,0,4.94,40.20,21153567491,0,,0,-35.26,-35.26,posted_fees_reconciled,True,True
112-8381990-2799468,1048220574,B00KLMOY4K,X0036RZFQJ,Plants vs Zombies Garden Warfare(Online Play Required) - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2025-11-23,2025-12-30,1,1,LPNAC934396664,PGA1,CUSTOMER_DAMAGED,DAMAGED_BY_CARRIER,Unit returned to inventory,unsellable_recovery_unknown,,12.50,inventorylab_legacy,28.11,28.11,0,,,,,,,,,,,0,,0,,,,,missing_posted_refund,True,True
113-9288365-0307457,1048220574,B00KLMOY4K,X0036RZFQJ,Plants vs Zombies Garden Warfare(Online Play Required) - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2025-12-09,2025-12-29,1,1,LPNPMFJ1921349,LAS2,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,12.50,inventorylab_legacy,28.95,28.95,28.95,10.35,6.14,3.34,4.34,0,4.34,0.87,0,0,4.21,0,,0,,0,4.21,4.21,posted_fees_reconciled,True,True
114-1715020-5309826,1068811427,B0C7PN2L5V,X004LNHTH5,Starfield: Standard Edition - Xbox Series X [Xbox Series X],True,Xbox Series X,Title/platform heuristic,,11,2025-11-22,2025-12-26,1,1,LPNAC369140911,FAR1,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,,missing,54.65,54.65,54.65,14.98,10.0,3.34,8.2,0,8.2,1.64,0,0,4.98,0,,0,,0,4.98,4.98,posted_fees_reconciled,True,True
114-5290887-3676217,1048220574,B00KLMOY4K,X0036RZFQJ,Plants vs Zombies Garden Warfare(Online Play Required) - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2025-12-11,2025-12-24,1,1,LPNAC625868301,OKC9,CUSTOMER_DAMAGED,FOUND_BETTER_PRICE,Unit returned to inventory,unsellable_recovery_unknown,,12.50,inventorylab_legacy,28.11,28.11,28.11,10.20,6.02,3.34,4.22,0,4.22,0.84,0,0,4.18,0,,0,,,4.18,16.68,posted_fees_reconciled,True,True
113-1600695-3803455,1064901190,B09D643D8F,X0048YS4DZ,Call of Duty: Vanguard [PlayStation 5],True,PlayStation 5,Title/platform heuristic,,11,2025-11-28,2025-12-23,1,1,LPNO457579027,IND8,CUSTOMER_DAMAGED,DAMAGED_BY_FC,Unit returned to inventory,unsellable_recovery_unknown,,,missing,46.62,46.62,46.62,13.53,8.79,3.34,6.99,0,6.99,1.4,0,0,4.74,0,,0,,,4.74,,posted_fees_reconciled,True,True
112-3914914-9962601,1068866835,B0D3P4HV27,X004LYAQS3,Madden NFL 25 - Xbox Series X [Xbox Series X],True,Xbox Series X,Title/platform heuristic,,11,2025-12-01,2025-12-19,1,1,LPNAC653536105,TUL2,SELLABLE,UNDELIVERABLE_UNKNOWN,Unit returned to inventory,sellable,,,missing,24.54,24.54,24.54,9.56,5.48,3.34,3.68,0,3.68,0.74,0,0,4.08,0,,0,,0,4.08,4.08,posted_fees_reconciled,True,True
113-0833040-0904238,1031051552,B06XDN21W5,X002EWR8PX,Paradise Treasure Trove Brown White Football Coin Piggy Bank Sports Stitching,False,Unclassified,No reliable game match,,11,2025-12-02,2025-12-15,1,1,LPNAC344286713,PGA1,CUSTOMER_DAMAGED,UNWANTED_ITEM,Unit returned to inventory,unsellable_recovery_unknown,,,missing,25.99,25.99,25.99,10.92,3.9,6.24,3.9,0,3.9,0.78,0,0,7.02,0,,0,,,7.02,,posted_fees_reconciled,True,True
